time_Schubert_D911-03_HU33,time_Schubert_D911-03_SC06,time_Schubert_D911-03_2,time_Schubert_D911-03,measure_Schubert_D911-03_2,time_sync_reference
23.260000,23.110000,35.260000,35.260000,9.565000,23.260000
23.280000,23.120000,35.280000,35.280000,9.570000,23.280000
23.300000,23.140000,35.300000,35.300000,9.575000,23.300000
23.320000,23.160000,35.320000,35.320000,9.580000,23.320000
23.340000,23.180000,35.340000,35.340000,9.585000,23.340000
23.360000,23.200000,35.360000,35.360000,9.590000,23.360000
23.380000,23.220000,35.380000,35.380000,9.595000,23.380000
23.400000,23.240000,35.400000,35.400000,9.600000,23.400000
23.420000,23.260000,35.420000,35.420000,9.605000,23.420000
23.440000,23.280000,35.440000,35.440000,9.610000,23.440000
23.460000,23.300000,35.460000,35.460000,9.615000,23.460000
23.480000,23.320000,35.480000,35.480000,9.620000,23.480000
23.500000,23.340000,35.500000,35.500000,9.625000,23.500000
23.520000,23.360000,35.520000,35.520000,9.630000,23.520000
23.540000,23.380000,35.540000,35.540000,9.635000,23.540000
23.560000,23.400000,35.560000,35.560000,9.640000,23.560000
23.580000,23.420000,35.580000,35.580000,9.645000,23.580000
23.600000,23.440000,35.600000,35.920000,9.650000,23.600000
23.620000,23.460000,35.880000,35.940000,9.720000,23.620000
23.640000,23.480000,35.900000,35.960000,9.725000,23.640000
23.660000,23.500000,35.920000,35.980000,9.730000,23.660000
23.680000,23.520000,35.940000,36.400000,9.735000,23.680000
23.700000,23.540000,35.960000,36.420000,9.740000,23.700000
23.720000,23.560000,35.980000,36.440000,9.745000,23.720000
23.740000,23.580000,36.020000,36.460000,9.755000,23.740000
23.760000,23.600000,36.040000,36.480000,9.760000,23.760000
23.780000,23.620000,36.060000,36.500000,9.765000,23.780000
23.800000,23.640000,36.080000,36.600000,9.770000,23.800000
23.820000,23.660000,36.100000,36.620000,9.775000,23.820000
23.840000,23.680000,36.120000,36.640000,9.780000,23.840000
23.860000,23.700000,36.140000,36.660000,9.785000,23.860000
23.880000,23.720000,36.160000,36.680000,9.790000,23.880000
23.900000,23.740000,36.180000,36.700000,9.795000,23.900000
23.920000,23.760000,36.200000,36.760000,9.800000,23.920000
23.940000,23.780000,36.220000,36.780000,9.805000,23.940000
23.960000,23.800000,36.240000,36.800000,9.810000,23.960000
23.980000,23.820000,36.260000,36.820000,9.815000,23.980000
24.000000,23.840000,36.280000,36.840000,9.820000,24.000000
24.020000,23.860000,36.300000,36.860000,9.825000,24.020000
24.040000,23.880000,36.320000,36.880000,9.830000,24.040000
24.060000,23.900000,36.340000,36.900000,9.835000,24.060000
24.080000,23.920000,36.360000,36.920000,9.840000,24.080000
24.100000,23.923333,36.380000,36.940000,9.845000,24.100000
24.120000,23.926667,36.400000,36.960000,9.850000,24.120000
24.140000,23.930000,36.420000,36.980000,9.855000,24.140000
24.160000,23.933333,36.440000,37.000000,9.860000,24.160000
24.180000,23.936667,36.460000,37.020000,9.865000,24.180000
24.200000,23.940000,36.480000,37.040000,9.870000,24.200000
24.220000,23.960000,36.500000,37.060000,9.875000,24.220000
24.240000,23.980000,36.520000,37.080000,9.880000,24.240000
24.260000,24.000000,36.540000,37.100000,9.885000,24.260000
24.280000,24.020000,36.560000,37.120000,9.890000,24.280000
24.300000,24.040000,36.580000,37.140000,9.895000,24.300000
24.320000,24.060000,36.600000,37.160000,9.900000,24.320000
24.340000,24.080000,36.620000,37.180000,9.905000,24.340000
24.360000,24.100000,36.640000,37.200000,9.910000,24.360000
24.380000,24.120000,36.960000,37.220000,9.990000,24.380000
24.400000,24.140000,36.980000,37.240000,9.995000,24.400000
24.420000,24.160000,37.000000,37.260000,10.000000,24.420000
24.440000,24.180000,37.020000,37.280000,10.005000,24.440000
24.460000,24.200000,37.040000,37.300000,10.010000,24.460000
24.480000,24.205000,37.120000,37.320000,10.030000,24.480000
24.500000,24.210000,37.180000,37.340000,10.045000,24.500000
24.520000,24.215000,37.200000,37.360000,10.050000,24.520000
24.540000,24.220000,37.220000,37.380000,10.055000,24.540000
24.560000,24.240000,37.240000,37.400000,10.060000,24.560000
24.580000,24.260000,37.620000,37.620000,10.155000,24.580000
24.600000,24.280000,37.640000,37.640000,10.160000,24.600000
24.620000,24.300000,37.660000,37.660000,10.165000,24.620000
24.640000,24.320000,37.680000,37.680000,10.170000,24.640000
24.660000,24.340000,37.700000,37.700000,10.175000,24.660000
24.680000,24.360000,37.720000,37.720000,10.180000,24.680000
24.700000,24.380000,37.740000,37.740000,10.185000,24.700000
24.720000,24.420000,37.760000,37.760000,10.190000,24.720000
24.740000,24.440000,37.780000,37.780000,10.195000,24.740000
24.760000,24.460000,37.800000,37.800000,10.200000,24.760000
24.780000,24.480000,37.820000,37.820000,10.205000,24.780000
24.800000,24.500000,37.840000,37.840000,10.210000,24.800000
24.820000,24.520000,37.860000,37.860000,10.215000,24.820000
24.840000,24.540000,37.880000,37.880000,10.220000,24.840000
24.860000,24.560000,37.900000,37.900000,10.225000,24.860000
24.880000,24.580000,37.920000,37.920000,10.230000,24.880000
24.900000,24.600000,37.940000,37.940000,10.235000,24.900000
24.920000,24.620000,37.960000,37.960000,10.240000,24.920000
24.940000,24.640000,37.980000,37.980000,10.245000,24.940000
24.960000,24.660000,38.000000,38.000000,10.250000,24.960000
24.980000,24.680000,38.020000,38.020000,10.255000,24.980000
25.000000,24.700000,38.040000,38.040000,10.260000,25.000000
25.020000,24.720000,38.060000,38.060000,10.265000,25.020000
25.040000,24.730000,38.080000,38.080000,10.270000,25.040000
25.060000,24.740000,38.100000,38.100000,10.275000,25.060000
25.080000,24.750000,38.120000,38.120000,10.280000,25.080000
25.100000,24.760000,38.140000,38.140000,10.285000,25.100000
25.120000,24.780000,38.160000,38.160000,10.290000,25.120000
25.140000,24.800000,38.180000,38.180000,10.295000,25.140000
25.160000,24.820000,38.200000,38.200000,10.300000,25.160000
25.180000,24.840000,38.220000,38.220000,10.305000,25.180000
25.200000,24.860000,38.240000,38.240000,10.310000,25.200000
25.220000,24.880000,38.260000,38.260000,10.315000,25.220000
25.240000,24.900000,38.280000,38.280000,10.320000,25.240000
25.260000,24.920000,38.300000,38.300000,10.325000,25.260000
25.280000,24.940000,38.360000,38.360000,10.340000,25.280000
25.300000,24.960000,38.380000,38.380000,10.345000,25.300000
25.320000,24.980000,38.400000,38.400000,10.350000,25.320000
25.340000,25.000000,38.420000,38.420000,10.355000,25.340000
25.360000,25.010000,38.440000,38.440000,10.360000,25.360000
25.380000,25.020000,38.460000,38.460000,10.365000,25.380000
25.400000,25.030000,38.480000,38.480000,10.370000,25.400000
25.420000,25.040000,38.500000,38.500000,10.375000,25.420000
25.440000,25.060000,38.520000,38.520000,10.380000,25.440000
25.460000,25.080000,38.540000,38.540000,10.385000,25.460000
25.480000,25.100000,38.560000,38.560000,10.390000,25.480000
25.500000,25.120000,38.580000,38.580000,10.395000,25.500000
25.520000,25.140000,38.600000,38.600000,10.400000,25.520000
25.540000,25.160000,38.620000,38.620000,10.405000,25.540000
25.560000,25.180000,38.640000,38.640000,10.410000,25.560000
25.580000,25.200000,38.660000,38.660000,10.415000,25.580000
25.600000,25.220000,38.680000,38.680000,10.420000,25.600000
25.620000,25.240000,38.700000,38.700000,10.425000,25.620000
25.640000,25.250000,38.720000,38.720000,10.430000,25.640000
25.660000,25.260000,38.780000,38.800000,10.445000,25.660000
25.680000,25.280000,38.800000,38.820000,10.450000,25.680000
25.700000,25.300000,38.820000,38.840000,10.455000,25.700000
25.720000,25.320000,38.840000,38.860000,10.460000,25.720000
25.740000,25.340000,38.860000,38.880000,10.465000,25.740000
25.760000,25.360000,38.880000,38.900000,10.470000,25.760000
25.780000,25.380000,38.900000,38.920000,10.475000,25.780000
25.800000,25.400000,38.920000,38.940000,10.480000,25.800000
25.820000,25.420000,38.940000,38.960000,10.485000,25.820000
25.840000,25.440000,38.960000,38.980000,10.490000,25.840000
25.860000,25.460000,38.980000,39.000000,10.495000,25.860000
25.880000,25.480000,39.000000,39.020000,10.500000,25.880000
25.900000,25.500000,39.020000,39.040000,10.505000,25.900000
25.920000,25.520000,39.040000,39.060000,10.510000,25.920000
25.940000,25.540000,39.060000,39.080000,10.515000,25.940000
25.960000,25.560000,39.080000,39.100000,10.520000,25.960000
25.980000,25.580000,39.100000,39.120000,10.525000,25.980000
26.000000,25.600000,39.120000,39.140000,10.530000,26.000000
26.020000,25.620000,39.140000,39.160000,10.535000,26.020000
26.040000,25.640000,39.160000,39.180000,10.540000,26.040000
26.060000,25.660000,39.180000,39.200000,10.545000,26.060000
26.080000,25.680000,39.200000,39.220000,10.550000,26.080000
26.100000,25.700000,39.220000,39.240000,10.555000,26.100000
26.120000,25.720000,39.240000,39.260000,10.560000,26.120000
26.140000,25.740000,39.260000,39.280000,10.565000,26.140000
26.160000,25.760000,39.280000,39.300000,10.570000,26.160000
26.180000,25.780000,39.300000,39.320000,10.575000,26.180000
26.200000,25.800000,39.320000,39.340000,10.580000,26.200000
26.220000,25.820000,39.340000,39.360000,10.585000,26.220000
26.240000,25.840000,39.360000,39.380000,10.590000,26.240000
26.260000,25.860000,39.380000,39.400000,10.595000,26.260000
26.280000,25.864000,39.400000,39.420000,10.600000,26.280000
26.300000,25.868000,39.420000,39.440000,10.605000,26.300000
26.320000,25.872000,39.440000,39.460000,10.610000,26.320000
26.340000,25.876000,39.460000,39.480000,10.615000,26.340000
26.360000,25.880000,39.480000,39.500000,10.620000,26.360000
26.380000,25.900000,39.880000,39.880000,10.720000,26.380000
26.400000,25.920000,39.900000,39.900000,10.725000,26.400000
26.420000,25.940000,39.920000,39.920000,10.730000,26.420000
26.440000,25.960000,39.940000,39.940000,10.735000,26.440000
26.460000,25.980000,39.960000,39.960000,10.740000,26.460000
26.480000,26.000000,39.980000,39.980000,10.745000,26.480000
26.500000,26.020000,40.000000,40.000000,10.750000,26.500000
26.520000,26.040000,40.020000,40.020000,10.755000,26.520000
26.540000,26.060000,40.040000,40.040000,10.760000,26.540000
26.560000,26.080000,40.060000,40.060000,10.765000,26.560000
26.580000,26.100000,40.080000,40.080000,10.770000,26.580000
26.600000,26.120000,40.100000,40.100000,10.775000,26.600000
26.620000,26.140000,40.120000,40.120000,10.780000,26.620000
26.640000,26.160000,40.140000,40.140000,10.785000,26.640000
26.660000,26.180000,40.160000,40.160000,10.790000,26.660000
26.680000,26.200000,40.180000,40.180000,10.795000,26.680000
26.700000,26.220000,40.200000,40.200000,10.800000,26.700000
26.720000,26.240000,40.220000,40.220000,10.805000,26.720000
26.740000,26.260000,40.240000,40.240000,10.810000,26.740000
26.760000,26.280000,40.260000,40.260000,10.815000,26.760000
26.780000,26.290000,40.280000,40.280000,10.820000,26.780000
26.800000,26.300000,40.300000,40.300000,10.825000,26.800000
26.820000,26.320000,40.320000,40.320000,10.830000,26.820000
26.840000,26.340000,40.340000,40.340000,10.835000,26.840000
26.860000,26.360000,40.360000,40.360000,10.840000,26.860000
26.880000,26.380000,40.380000,40.380000,10.845000,26.880000
26.900000,26.400000,40.400000,40.400000,10.850000,26.900000
26.920000,26.420000,40.420000,40.420000,10.855000,26.920000
26.940000,26.440000,40.440000,40.440000,10.860000,26.940000
26.960000,26.460000,40.460000,40.460000,10.865000,26.960000
26.980000,26.480000,40.480000,40.480000,10.870000,26.980000
27.000000,26.500000,40.860000,40.860000,10.965000,27.000000
27.020000,26.520000,40.880000,40.880000,10.970000,27.020000
27.040000,26.540000,40.900000,40.900000,10.975000,27.040000
27.060000,26.560000,40.920000,40.920000,10.980000,27.060000
27.080000,26.580000,40.940000,40.940000,10.985000,27.080000
27.100000,26.600000,40.960000,40.960000,10.990000,27.100000
27.120000,26.620000,40.980000,40.980000,10.995000,27.120000
27.140000,26.640000,41.000000,41.000000,11.000000,27.140000
27.160000,26.660000,41.020000,41.020000,11.005000,27.160000
27.180000,26.680000,41.040000,41.040000,11.010000,27.180000
27.200000,26.700000,41.200000,41.200000,11.050000,27.200000
27.220000,26.720000,41.440000,41.420000,11.110000,27.220000
27.240000,26.740000,41.460000,41.440000,11.115000,27.240000
27.260000,26.760000,41.480000,41.460000,11.120000,27.260000
27.280000,26.770000,41.500000,41.480000,11.125000,27.280000
27.300000,26.780000,41.520000,41.500000,11.130000,27.300000
27.320000,26.800000,41.540000,41.520000,11.135000,27.320000
27.340000,26.806667,41.560000,41.540000,11.140000,27.340000
27.360000,26.813333,41.580000,41.560000,11.145000,27.360000
27.380000,26.820000,41.600000,41.580000,11.150000,27.380000
27.400000,26.840000,41.620000,41.600000,11.155000,27.400000
27.420000,26.860000,41.640000,41.620000,11.160000,27.420000
27.440000,26.880000,41.660000,41.640000,11.165000,27.440000
27.460000,26.900000,41.680000,41.660000,11.170000,27.460000
27.480000,26.920000,41.700000,41.680000,11.175000,27.480000
27.500000,26.940000,41.720000,41.700000,11.180000,27.500000
27.520000,26.950000,41.740000,41.720000,11.185000,27.520000
27.540000,26.960000,41.760000,41.740000,11.190000,27.540000
27.560000,26.980000,41.780000,41.760000,11.195000,27.560000
27.580000,27.000000,41.800000,41.780000,11.200000,27.580000
27.600000,27.020000,41.820000,41.800000,11.205000,27.600000
27.620000,27.040000,41.840000,41.820000,11.210000,27.620000
27.640000,27.060000,41.860000,41.840000,11.215000,27.640000
27.660000,27.062222,41.880000,41.860000,11.220000,27.660000
27.680000,27.064444,41.900000,41.880000,11.225000,27.680000
27.700000,27.066667,41.920000,41.900000,11.230000,27.700000
27.720000,27.068889,41.940000,41.920000,11.235000,27.720000
27.740000,27.071111,41.960000,41.940000,11.240000,27.740000
27.760000,27.073333,41.980000,41.960000,11.245000,27.760000
27.780000,27.075556,42.000000,41.980000,11.250000,27.780000
27.800000,27.077778,42.020000,42.000000,11.255000,27.800000
27.820000,27.080000,42.040000,42.020000,11.260000,27.820000
27.840000,27.100000,42.060000,42.040000,11.265000,27.840000
27.860000,27.120000,42.080000,42.060000,11.270000,27.860000
27.880000,27.140000,42.100000,42.080000,11.275000,27.880000
27.900000,27.160000,42.120000,42.100000,11.280000,27.900000
27.920000,27.180000,42.140000,42.120000,11.285000,27.920000
27.940000,27.200000,42.160000,42.140000,11.290000,27.940000
27.960000,27.220000,42.180000,42.160000,11.295000,27.960000
27.980000,27.240000,42.200000,42.180000,11.300000,27.980000
28.000000,27.260000,42.220000,42.200000,11.305000,28.000000
28.020000,27.280000,42.240000,42.220000,11.310000,28.020000
28.040000,27.300000,42.260000,42.240000,11.315000,28.040000
28.060000,27.320000,42.280000,42.260000,11.320000,28.060000
28.080000,27.340000,42.300000,42.280000,11.325000,28.080000
28.100000,27.360000,42.320000,42.300000,11.330000,28.100000
28.120000,27.380000,42.340000,42.320000,11.335000,28.120000
28.140000,27.400000,42.360000,42.340000,11.340000,28.140000
28.160000,27.420000,42.380000,42.360000,11.345000,28.160000
28.180000,27.440000,42.400000,42.380000,11.350000,28.180000
28.200000,27.460000,42.420000,42.400000,11.355000,28.200000
28.220000,27.480000,42.440000,42.420000,11.360000,28.220000
28.240000,27.500000,42.460000,42.440000,11.365000,28.240000
28.260000,27.520000,42.480000,42.460000,11.370000,28.260000
28.280000,27.540000,42.500000,42.480000,11.375000,28.280000
28.300000,27.820000,42.520000,42.500000,11.380000,28.300000
28.320000,27.840000,42.540000,42.520000,11.385000,28.320000
28.340000,27.860000,42.560000,42.540000,11.390000,28.340000
28.360000,27.880000,42.580000,42.560000,11.395000,28.360000
28.380000,27.900000,42.600000,42.580000,11.400000,28.380000
28.400000,27.920000,42.620000,42.600000,11.405000,28.400000
28.420000,27.940000,43.000000,43.000000,11.500000,28.420000
28.440000,27.960000,43.120000,43.120000,11.530000,28.440000
28.460000,27.980000,43.140000,43.140000,11.535000,28.460000
28.480000,28.000000,43.160000,43.160000,11.540000,28.480000
28.500000,28.020000,43.180000,43.180000,11.545000,28.500000
28.520000,28.040000,43.200000,43.200000,11.550000,28.520000
28.540000,28.060000,43.220000,43.220000,11.555000,28.540000
28.560000,28.080000,43.240000,43.240000,11.560000,28.560000
28.580000,28.100000,43.260000,43.260000,11.565000,28.580000
28.600000,28.120000,43.280000,43.280000,11.570000,28.600000
28.620000,28.140000,43.300000,43.300000,11.575000,28.620000
28.640000,28.160000,43.320000,43.320000,11.580000,28.640000
28.660000,28.180000,43.340000,43.340000,11.585000,28.660000
28.680000,28.200000,43.360000,43.360000,11.590000,28.680000
28.700000,28.220000,43.380000,43.380000,11.595000,28.700000
28.720000,28.240000,43.400000,43.400000,11.600000,28.720000
28.740000,28.260000,43.420000,43.420000,11.605000,28.740000
28.760000,28.280000,43.440000,43.440000,11.610000,28.760000
28.780000,28.300000,43.460000,43.460000,11.615000,28.780000
28.800000,28.320000,43.480000,43.480000,11.620000,28.800000
28.820000,28.340000,43.800000,43.800000,11.700000,28.820000
28.840000,28.360000,43.820000,43.820000,11.705000,28.840000
28.860000,28.380000,43.840000,43.840000,11.710000,28.860000
28.880000,28.400000,43.860000,43.860000,11.715000,28.880000
28.900000,28.420000,43.880000,43.880000,11.720000,28.900000
28.920000,28.440000,43.900000,43.900000,11.725000,28.920000
28.940000,28.460000,43.920000,43.920000,11.730000,28.940000
28.960000,28.480000,43.940000,43.940000,11.735000,28.960000
28.980000,28.500000,43.960000,43.960000,11.740000,28.980000
29.000000,28.520000,43.980000,43.980000,11.745000,29.000000
29.020000,28.540000,44.000000,44.000000,11.750000,29.020000
29.040000,28.560000,44.020000,44.020000,11.755000,29.040000
29.060000,28.580000,44.040000,44.040000,11.760000,29.060000
29.080000,28.600000,44.060000,44.060000,11.765000,29.080000
29.100000,28.620000,44.080000,44.080000,11.770000,29.100000
29.120000,28.640000,44.100000,44.100000,11.775000,29.120000
29.140000,28.660000,44.120000,44.120000,11.780000,29.140000
29.160000,28.680000,44.140000,44.140000,11.785000,29.160000
29.180000,28.700000,44.160000,44.160000,11.790000,29.180000
29.200000,28.720000,44.180000,44.180000,11.795000,29.200000
29.220000,28.740000,44.200000,44.200000,11.800000,29.220000
29.240000,28.760000,44.220000,44.220000,11.805000,29.240000
29.260000,28.780000,44.240000,44.240000,11.810000,29.260000
29.280000,28.800000,44.260000,44.260000,11.815000,29.280000
29.300000,28.880000,44.280000,44.280000,11.820000,29.300000
29.320000,28.900000,44.300000,44.300000,11.825000,29.320000
29.340000,28.920000,44.320000,44.320000,11.830000,29.340000
29.360000,28.940000,44.780000,45.540000,11.945000,29.360000
29.380000,28.960000,44.800000,45.560000,11.950000,29.380000
29.400000,28.980000,44.820000,45.580000,11.955000,29.400000
29.420000,29.000000,44.840000,45.600000,11.960000,29.420000
29.440000,29.020000,44.860000,45.620000,11.965000,29.440000
29.460000,29.040000,44.880000,45.640000,11.970000,29.460000
29.480000,29.060000,44.900000,45.660000,11.975000,29.480000
29.500000,29.080000,44.920000,45.680000,11.980000,29.500000
29.520000,29.100000,44.940000,45.700000,11.985000,29.520000
29.540000,29.120000,44.960000,45.720000,11.990000,29.540000
29.560000,29.140000,44.980000,45.740000,11.995000,29.560000
29.580000,29.160000,45.000000,45.760000,12.000000,29.580000
29.600000,29.180000,45.020000,45.780000,12.005000,29.600000
29.620000,29.200000,45.040000,45.800000,12.010000,29.620000
29.640000,29.220000,45.060000,45.820000,12.015000,29.640000
29.660000,29.240000,45.080000,45.840000,12.020000,29.660000
29.680000,29.260000,45.100000,45.860000,12.025000,29.680000
29.700000,29.280000,45.120000,45.880000,12.030000,29.700000
29.720000,29.300000,45.140000,45.900000,12.035000,29.720000
29.740000,29.320000,45.160000,45.920000,12.040000,29.740000
29.760000,29.340000,45.180000,45.940000,12.045000,29.760000
29.780000,29.360000,45.200000,45.960000,12.050000,29.780000
29.800000,29.380000,45.220000,45.980000,12.055000,29.800000
29.820000,29.400000,45.460000,46.000000,12.115000,29.820000
29.840000,29.420000,45.480000,46.020000,12.120000,29.840000
29.860000,29.440000,45.500000,46.040000,12.125000,29.860000
29.880000,29.460000,45.520000,46.060000,12.130000,29.880000
29.900000,29.480000,45.540000,46.080000,12.135000,29.900000
29.920000,29.500000,45.560000,46.100000,12.140000,29.920000
29.940000,29.520000,45.580000,46.120000,12.145000,29.940000
29.960000,29.540000,45.600000,46.140000,12.150000,29.960000
29.980000,29.560000,45.620000,46.146667,12.155000,29.980000
30.000000,29.580000,45.640000,46.153333,12.160000,30.000000
30.020000,29.600000,45.660000,46.160000,12.165000,30.020000
30.040000,29.620000,45.680000,46.180000,12.170000,30.040000
30.060000,29.640000,45.700000,46.200000,12.175000,30.060000
30.080000,29.660000,45.720000,46.220000,12.180000,30.080000
30.100000,29.680000,45.740000,46.240000,12.185000,30.100000
30.120000,29.700000,45.760000,46.260000,12.190000,30.120000
30.140000,29.720000,45.780000,46.280000,12.195000,30.140000
30.160000,29.740000,45.800000,46.300000,12.200000,30.160000
30.180000,29.760000,45.820000,46.320000,12.205000,30.180000
30.200000,29.780000,45.840000,46.340000,12.210000,30.200000
30.220000,29.800000,45.860000,46.360000,12.215000,30.220000
30.240000,29.820000,45.880000,46.380000,12.220000,30.240000
30.260000,29.840000,45.900000,46.400000,12.225000,30.260000
30.280000,29.860000,45.920000,46.420000,12.230000,30.280000
30.300000,29.880000,45.940000,46.440000,12.235000,30.300000
30.320000,29.900000,45.960000,46.460000,12.240000,30.320000
30.340000,29.920000,45.980000,46.480000,12.245000,30.340000
30.360000,29.940000,46.000000,46.500000,12.250000,30.360000
30.380000,29.960000,46.020000,46.520000,12.255000,30.380000
30.400000,29.980000,46.040000,46.540000,12.260000,30.400000
30.420000,30.000000,46.060000,46.560000,12.265000,30.420000
30.440000,30.020000,46.080000,46.580000,12.270000,30.440000
30.460000,30.040000,46.100000,46.600000,12.275000,30.460000
30.480000,30.060000,46.120000,46.620000,12.280000,30.480000
30.500000,30.080000,46.140000,46.640000,12.285000,30.500000
30.520000,30.100000,46.160000,46.660000,12.290000,30.520000
30.540000,30.120000,46.180000,46.680000,12.295000,30.540000
30.560000,30.140000,46.200000,46.700000,12.300000,30.560000
30.580000,30.160000,46.220000,46.720000,12.305000,30.580000
30.600000,30.180000,46.240000,46.740000,12.310000,30.600000
30.620000,30.200000,46.260000,46.760000,12.315000,30.620000
30.640000,30.220000,46.280000,46.780000,12.320000,30.640000
30.660000,30.240000,46.300000,46.800000,12.325000,30.660000
30.680000,30.260000,46.320000,46.820000,12.330000,30.680000
30.700000,30.280000,46.340000,46.840000,12.335000,30.700000
30.720000,30.300000,46.360000,46.860000,12.340000,30.720000
30.740000,30.320000,46.380000,46.880000,12.345000,30.740000
30.760000,30.340000,46.385000,46.885000,12.346250,30.760000
30.780000,30.360000,46.390000,46.890000,12.347500,30.780000
30.800000,30.380000,46.395000,46.895000,12.348750,30.800000
30.820000,30.400000,46.400000,46.900000,12.350000,30.820000
30.840000,30.420000,46.420000,46.920000,12.355000,30.840000
30.860000,30.440000,46.440000,46.940000,12.360000,30.860000
30.880000,30.460000,46.460000,46.960000,12.365000,30.880000
30.900000,30.480000,46.480000,46.980000,12.370000,30.900000
30.920000,30.500000,46.500000,47.000000,12.375000,30.920000
30.940000,30.520000,46.520000,47.020000,12.380000,30.940000
30.960000,30.540000,46.540000,47.040000,12.385000,30.960000
30.980000,30.560000,46.550000,47.060000,12.387500,30.980000
31.000000,30.580000,46.560000,47.080000,12.390000,31.000000
31.020000,30.600000,46.580000,47.100000,12.395000,31.020000
31.040000,30.620000,46.584000,47.120000,12.396000,31.040000
31.060000,30.760000,46.588000,47.140000,12.397000,31.060000
31.080000,30.780000,46.592000,47.160000,12.398000,31.080000
31.100000,30.800000,46.596000,47.180000,12.399000,31.100000
31.120000,30.820000,46.600000,47.200000,12.400000,31.120000
31.140000,30.840000,46.620000,47.220000,12.405000,31.140000
31.160000,30.860000,46.640000,47.240000,12.410000,31.160000
31.180000,30.880000,46.660000,47.260000,12.415000,31.180000
31.200000,30.900000,46.680000,47.280000,12.420000,31.200000
31.220000,30.920000,46.685000,47.300000,12.421250,31.220000
31.240000,30.940000,46.690000,47.320000,12.422500,31.240000
31.260000,30.960000,46.695000,47.340000,12.423750,31.260000
31.280000,30.980000,46.700000,47.360000,12.425000,31.280000
31.300000,31.000000,46.720000,47.380000,12.430000,31.300000
31.320000,31.020000,46.740000,47.400000,12.435000,31.320000
31.340000,31.040000,46.760000,47.420000,12.440000,31.340000
31.360000,31.060000,46.780000,47.440000,12.445000,31.360000
31.380000,31.080000,46.800000,47.460000,12.450000,31.380000
31.400000,31.100000,46.820000,47.480000,12.455000,31.400000
31.420000,31.120000,46.840000,47.500000,12.460000,31.420000
31.440000,31.140000,46.860000,47.520000,12.465000,31.440000
31.460000,31.160000,46.880000,47.540000,12.470000,31.460000
31.480000,31.180000,46.900000,47.560000,12.475000,31.480000
31.500000,31.200000,46.920000,47.580000,12.480000,31.500000
31.520000,31.220000,46.940000,47.600000,12.485000,31.520000
31.540000,31.240000,46.960000,47.620000,12.490000,31.540000
31.560000,31.260000,46.980000,47.640000,12.495000,31.560000
31.580000,31.280000,47.000000,48.000000,12.500000,31.580000
31.600000,31.300000,47.020000,48.020000,12.505000,31.600000
31.620000,31.320000,47.040000,48.040000,12.510000,31.620000
31.640000,31.340000,47.060000,48.060000,12.515000,31.640000
31.660000,31.360000,47.080000,48.080000,12.520000,31.660000
31.680000,31.380000,47.100000,48.100000,12.525000,31.680000
31.700000,31.400000,47.120000,48.120000,12.530000,31.700000
31.720000,31.420000,47.140000,48.140000,12.535000,31.720000
31.740000,31.440000,47.160000,48.160000,12.540000,31.740000
31.760000,31.460000,47.180000,48.180000,12.545000,31.760000
31.780000,31.480000,47.200000,48.200000,12.550000,31.780000
31.800000,31.500000,47.220000,48.220000,12.555000,31.800000
31.820000,31.520000,47.240000,48.240000,12.560000,31.820000
31.840000,31.540000,47.260000,48.260000,12.565000,31.840000
31.860000,31.560000,47.280000,48.280000,12.570000,31.860000
31.880000,31.580000,47.300000,48.300000,12.575000,31.880000
31.900000,31.600000,47.320000,48.320000,12.580000,31.900000
31.920000,31.620000,47.340000,48.340000,12.585000,31.920000
31.940000,31.640000,47.360000,48.360000,12.590000,31.940000
31.960000,31.660000,47.380000,48.380000,12.595000,31.960000
31.980000,31.680000,47.400000,48.400000,12.600000,31.980000
32.000000,31.700000,47.420000,48.420000,12.605000,32.000000
32.020000,31.720000,47.440000,48.440000,12.610000,32.020000
32.040000,31.740000,47.460000,48.460000,12.615000,32.040000
32.060000,31.760000,47.480000,48.940000,12.620000,32.060000
32.080000,31.780000,48.980000,48.960000,12.995000,32.080000
32.100000,31.800000,49.200000,48.980000,13.050000,32.100000
32.120000,31.820000,49.400000,49.400000,13.100000,32.120000
32.140000,31.840000,49.420000,49.420000,13.105000,32.140000
32.160000,31.860000,49.440000,49.440000,13.110000,32.160000
32.180000,31.880000,49.460000,49.460000,13.115000,32.180000
32.200000,31.900000,49.480000,49.480000,13.120000,32.200000
32.220000,31.920000,49.500000,49.500000,13.125000,32.220000
32.240000,31.940000,49.520000,49.520000,13.130000,32.240000
32.260000,31.960000,49.540000,49.540000,13.135000,32.260000
32.280000,31.980000,49.560000,49.560000,13.140000,32.280000
32.300000,32.000000,49.580000,49.580000,13.145000,32.300000
32.320000,32.020000,49.600000,49.600000,13.150000,32.320000
32.340000,32.040000,49.620000,49.620000,13.155000,32.340000
32.360000,32.060000,49.640000,49.640000,13.160000,32.360000
32.380000,32.080000,49.660000,49.660000,13.165000,32.380000
32.400000,32.100000,49.680000,49.680000,13.170000,32.400000
32.420000,32.120000,49.700000,49.700000,13.175000,32.420000
32.440000,32.140000,49.720000,49.720000,13.180000,32.440000
32.460000,32.260000,49.740000,49.740000,13.185000,32.460000
32.480000,32.280000,49.760000,49.760000,13.190000,32.480000
32.500000,32.300000,49.780000,49.780000,13.195000,32.500000
